cell_AcrAB-TolC,cell_antibiotic,cell_AcrAB-TolC_RNA,cell_porin,environment_antibiotic,global_volume,global_growth_rate,global_dead,global_mass,cell_counts_AcrAB-TolC,cell_counts_antibiotic,cell_counts_AcrAB-TolC_RNA,cell_counts_porin,time
0.9051233626321052,0.11469664023418641,0.001,1.0,0.9999999999807659,2.4031095818810453,0.00028876962325725833,0.0,2643.42054006915,1309503.0,165939.0,1446.0,1446768.0,2355.0
0.9052182392694731,0.11473008885690304,0.001,1.0,0.999999999980758,2.4038037273777846,0.0002887696232572584,0.0,2644.184100115563,1310019.0,166035.0,1447.0,1447186.0,2356.0
0.9053130210302036,0.11476352732146552,0.001,1.0,0.99999999998075,2.4044980733805574,0.0002887696232572728,0.0,2644.9478807186133,1310535.0,166132.0,1447.0,1447604.0,2357.0
0.9054077080091734,0.1147969556322554,0.001,1.0,0.999999999980742,2.4051926199472806,0.00028876962325722326,0.0,2645.711881942009,1311050.0,166228.0,1448.0,1448022.0,2358.0
0.9055023003011642,0.1148303737936527,0.001,1.0,0.999999999980734,2.405887367135888,0.0002887696232572014,0.0,2646.4761038494767,1311566.0,166325.0,1448.0,1448440.0,2359.0
0.905596798000863,0.11486378181003583,0.001,1.0,0.999999999980726,2.4065823150043295,0.00028876962325729666,0.0,2647.2405465047623,1312082.0,166421.0,1448.0,1448859.0,2360.0
0.9056912012028622,0.1148971796857817,0.001,1.0,0.999999999980718,2.407277463610572,0.0002887696232572529,0.0,2648.005209971629,1312598.0,166517.0,1449.0,1449277.0,2361.0
0.9057855100016593,0.11493056742526564,0.001,1.0,0.99999999998071,2.407972813012599,0.0002887696232571558,0.0,2648.770094313859,1313113.0,166614.0,1449.0,1449696.0,2362.0
0.9058797244916577,0.1149639450328614,0.001,1.0,0.999999999980702,2.408668363268412,0.0002887696232572604,0.0,2649.535199595253,1313629.0,166710.0,1450.0,1450115.0,2363.0
0.905973844767166,0.11499731251294121,0.001,1.0,0.999999999980694,2.409364114436027,0.0002887696232573047,0.0,2650.3005258796297,1314145.0,166807.0,1450.0,1450533.0,2364.0
0.9060678709223988,0.11503066986987569,0.001,1.0,0.999999999980686,2.410060066573479,0.00028876962325719653,0.0,2651.0660732308265,1314661.0,166904.0,1450.0,1450952.0,2365.0
